city,year,crime,incidences,rate
Varanasi,2014,Making Preparation and Assembly for Committing Dacoity,1,0.1
Vasai Virar,2014,Other Kidnapping & Abduction,56,4.6
Vasai Virar,2014,Total Dacoity,12,1
Vasai Virar,2014,Dacoity with Murder (Section 396 IPC),0,0
Vasai Virar,2014,Others,12,1
Vasai Virar,2014,Making Preparation and Assembly for Committing Dacoity,6,0.5
Vijayawada,2014,Other Kidnapping & Abduction,16,1.1
Vijayawada,2014,Total Dacoity,3,0.2
Vijayawada,2014,Dacoity with Murder (Section 396 IPC),1,0.1
Vijayawada,2014,Others,2,0.1
Vijayawada,2014,Making Preparation and Assembly for Committing Dacoity,0,0
Vishakhapatnam,2014,Other Kidnapping & Abduction,0,0
Vishakhapatnam,2014,Total Dacoity,4,0.2
Vishakhapatnam,2014,Dacoity with Murder (Section 396 IPC),0,0
Vishakhapatnam,2014,Others,4,0.2
Vishakhapatnam,2014,Making Preparation and Assembly for Committing Dacoity,0,0
Agra,2014,Robbery,149,8.5
Agra,2014,Criminal Trespass/Burglary Total,236,13.5
Agra,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),42,2.4
Agra,2014,House Trespass & House Breaking (Section 459 & 460 IPC),194,11.1
Ahmedabad,2014,Robbery,261,4.1
Ahmedabad,2014,Criminal Trespass/Burglary Total,500,7.9
Ahmedabad,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),235,3.7
Ahmedabad,2014,House Trespass & House Breaking (Section 459 & 460 IPC),265,4.2
Allahabad,2014,Robbery,83,6.8
Allahabad,2014,Criminal Trespass/Burglary Total,190,15.6
Allahabad,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),190,15.6
Allahabad,2014,House Trespass & House Breaking (Section 459 & 460 IPC),0,0
Amritsar,2014,Robbery,13,1.1
Amritsar,2014,Criminal Trespass/Burglary Total,127,10.7
Amritsar,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),122,10.3
Amritsar,2014,House Trespass & House Breaking (Section 459 & 460 IPC),5,0.4
Asansol,2014,Robbery,12,1
Asansol,2014,Criminal Trespass/Burglary Total,10,0.8
Asansol,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),10,0.8
Asansol,2014,House Trespass & House Breaking (Section 459 & 460 IPC),0,0
Aurangabad,2014,Robbery,204,17.2
Aurangabad,2014,Criminal Trespass/Burglary Total,267,22.5
Aurangabad,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),210,17.7
Aurangabad,2014,House Trespass & House Breaking (Section 459 & 460 IPC),57,4.8
Bengaluru,2014,Robbery,1067,12.6
Bengaluru,2014,Criminal Trespass/Burglary Total,1542,18.1
Bengaluru,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),1115,13.1
Bengaluru,2014,House Trespass & House Breaking (Section 459 & 460 IPC),427,5
Bhopal,2014,Robbery,99,5.3
Bhopal,2014,Criminal Trespass/Burglary Total,841,44.7
Bhopal,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),0,0
Bhopal,2014,House Trespass & House Breaking (Section 459 & 460 IPC),841,44.7
Chandigarh City,2014,Robbery,61,5.9
Chandigarh City,2014,Criminal Trespass/Burglary Total,127,12.4
Chandigarh City,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),81,7.9
Chandigarh City,2014,House Trespass & House Breaking (Section 459 & 460 IPC),46,4.5
Chennai,2014,Robbery,72,0.8
Chennai,2014,Criminal Trespass/Burglary Total,368,4.2
Chennai,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),275,3.2
Chennai,2014,House Trespass & House Breaking (Section 459 & 460 IPC),93,1.1
Coimbatore,2014,Robbery,123,5.7
Coimbatore,2014,Criminal Trespass/Burglary Total,166,7.7
Coimbatore,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),134,6.2
Coimbatore,2014,House Trespass & House Breaking (Section 459 & 460 IPC),32,1.5
Delhi (City),2014,Robbery,5847,35.8
Delhi (City),2014,Criminal Trespass/Burglary Total,8839,54.2
Delhi (City),2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),5663,34.7
Delhi (City),2014,House Trespass & House Breaking (Section 459 & 460 IPC),3176,19.5
Dhanbad,2014,Robbery,8,0.7
Dhanbad,2014,Criminal Trespass/Burglary Total,68,5.7
Dhanbad,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),0,0
Dhanbad,2014,House Trespass & House Breaking (Section 459 & 460 IPC),68,5.7
Durg-Bhilainagar,2014,Robbery,52,4.9
Durg-Bhilainagar,2014,Criminal Trespass/Burglary Total,318,29.9
Durg-Bhilainagar,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),0,0
Durg-Bhilainagar,2014,House Trespass & House Breaking (Section 459 & 460 IPC),318,29.9
Faridabad,2014,Robbery,40,2.8
Faridabad,2014,Criminal Trespass/Burglary Total,412,29.3
Faridabad,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),319,22.7
Faridabad,2014,House Trespass & House Breaking (Section 459 & 460 IPC),93,6.6
Ghaziabad,2014,Robbery,72,3.1
Ghaziabad,2014,Criminal Trespass/Burglary Total,122,5.2
Ghaziabad,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),122,5.2
Ghaziabad,2014,House Trespass & House Breaking (Section 459 & 460 IPC),0,0
Gwalior,2014,Robbery,74,6.7
Gwalior,2014,Criminal Trespass/Burglary Total,536,48.6
Gwalior,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),480,43.6
Gwalior,2014,House Trespass & House Breaking (Section 459 & 460 IPC),56,5.1
Flyderabad,2014,Robbery,58,0.7
Flyderabad,2014,Criminal Trespass/Burglary Total,754,9.7
Flyderabad,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),613,7.9
Flyderabad,2014,House Trespass & House Breaking (Section 459 & 460 IPC),141,1.8
Indore,2014,Robbery,283,13.1
Indore,2014,Criminal Trespass/Burglary Total,1388,64.1
Indore,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),1388,64.1
Indore,2014,House Trespass & House Breaking (Section 459 & 460 IPC),0,0
Jabalpur,2014,Robbery,107,8.4
Jabalpur,2014,Criminal Trespass/Burglary Total,374,29.5
Jabalpur,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),313,24.7
Jabalpur,2014,House Trespass & House Breaking (Section 459 & 460 IPC),61,4.8
Jaipur,2014,Robbery,356,11.6
Jaipur,2014,Criminal Trespass/Burglary Total,1229,40
Jaipur,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),1037,33.7
Jaipur,2014,House Trespass & House Breaking (Section 459 & 460 IPC),192,6.2
Jamshedpur,2014,Robbery,30,2.2
Jamshedpur,2014,Criminal Trespass/Burglary Total,IBB,11.6
Jamshedpur,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),142,10.6
Jamshedpur,2014,House Trespass & House Breaking (Section 459 & 460 IPC),13,1
Jodhpur,2014,Robbery,120,10.5
Jodhpur,2014,Criminal Trespass/Burglary Total,297,26.1
Jodhpur,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),131,11.5
Jodhpur,2014,House Trespass & House Breaking (Section 459 & 460 IPC),166,14.6
Kannur,2014,Robbery,42,2.6
Kannur,2014,Criminal Trespass/Burglary Total,67,4.1
Kannur,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),44,2.7
Kannur,2014,House Trespass & House Breaking (Section 459 & 460 IPC),23,1.4
Kanpur,2014,Robbery,96,3.3
Kanpur,2014,Criminal Trespass/Burglary Total,162,5.5
Kanpur,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),162,5.5
Kanpur,2014,House Trespass & House Breaking (Section 459 & 460 IPC),0,0
Kochi,2014,Robbery,17,0.8
Kochi,2014,Criminal Trespass/Burglary Total,157,7.4
Kochi,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),124,5.9
Kochi,2014,House Trespass & House Breaking (Section 459 & 460 IPC),33,1.6
Kolkata,2014,Robbery,33,0.2
Kolkata,2014,Criminal Trespass/Burglary Total,62,0.4
Kolkata,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),44,0.3
Kolkata,2014,House Trespass & House Breaking (Section 459 & 460 IPC),18,0.1
Kollam,2014,Robbery,63,5.7
Kollam,2014,Criminal Trespass/Burglary Total,95,8.6
Kollam,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),9,0.8
Kollam,2014,House Trespass & House Breaking (Section 459 & 460 IPC),86,7.7
Kota,2014,Robbery,27,2.7
Kota,2014,Criminal Trespass/Burglary Total,135,13.5
Kota,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),31,3.1
Kota,2014,House Trespass & House Breaking (Section 459 & 460 IPC),104,10.4
Kozhikode,2014,Robbery,52,2.6
Kozhikode,2014,Criminal Trespass/Burglary Total,183,9
Kozhikode,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),136,6.7
Kozhikode,2014,House Trespass & House Breaking (Section 459 & 460 IPC),47,2.3
Lucknow,2014,Robbery,72,2.5
Lucknow,2014,Criminal Trespass/Burglary Total,568,19.6
Lucknow,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),345,11.9
Lucknow,2014,House Trespass & House Breaking (Section 459 & 460 IPC),223,7.7
Ludhiana,2014,Robbery,23,1.4
Ludhiana,2014,Criminal Trespass/Burglary Total,259,16
Ludhiana,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),7,0.4
Ludhiana,2014,House Trespass & House Breaking (Section 459 & 460 IPC),252,15.6
Madurai,2014,Robbery,118,8.1
Madurai,2014,Criminal Trespass/Burglary Total,123,8.4
Madurai,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),114,7.8
Madurai,2014,House Trespass & House Breaking (Section 459 & 460 IPC),9,0.6
Malappuram,2014,Robbery,13,0.8
Malappuram,2014,Criminal Trespass/Burglary Total,46,2.7
Malappuram,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),43,2.5
Malappuram,2014,House Trespass & House Breaking (Section 459 & 460 IPC),3,0.2
Meerut,2014,Robbery,166,11.6
Meerut,2014,Criminal Trespass/Burglary Total,192,13.5
Meerut,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),4,0.3
Meerut,2014,House Trespass & House Breaking (Section 459 & 460 IPC),188,13.2
Mumbai,2014,Robbery,2094,11.4
Mumbai,2014,Criminal Trespass/Burglary Total,3055,16.6
Mumbai,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),2531,13.7
Mumbai,2014,House Trespass & House Breaking (Section 459 & 460 IPC),524,2.8
Nagpur,2014,Robbery,505,20.2
Nagpur,2014,Criminal Trespass/Burglary Total,1074,43
Nagpur,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),828,33.1
Nagpur,2014,House Trespass & House Breaking (Section 459 & 460 IPC),246,9.8
Nasik,2014,Robbery,124,7.9
Nasik,2014,Criminal Trespass/Burglary Total,299,19.1
Nasik,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),254,16.3
Nasik,2014,House Trespass & House Breaking (Section 459 & 460 IPC),45,2.9
Patna,2014,Robbery,149,7.3
Patna,2014,Criminal Trespass/Burglary Total,568,27.7
Patna,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),568,27.7
Patna,2014,House Trespass & House Breaking (Section 459 & 460 IPC),0,0
Pune,2014,Robbery,873,17.3
Pune,2014,Criminal Trespass/Burglary Total,1362,27
Pune,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),953,18.9
Pune,2014,House Trespass & House Breaking (Section 459 & 460 IPC),409,8.1
Raipur,2014,Robbery,61,5.4
Raipur,2014,Criminal Trespass/Burglary Total,367,32.7
Raipur,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),336,29.9
Raipur,2014,House Trespass & House Breaking (Section 459 & 460 IPC),31,2.8
Rajkot,2014,Robbery,91,6.5
Rajkot,2014,Criminal Trespass/Burglary Total,176,12.7
Rajkot,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),38,2.7
Rajkot,2014,House Trespass & House Breaking (Section 459 & 460 IPC),138,9.9
Ranchi,2014,Robbery,61,5.4
Ranchi,2014,Criminal Trespass/Burglary Total,204,18.1
Ranchi,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),12,1.1
Ranchi,2014,House Trespass & House Breaking (Section 459 & 460 IPC),192,17
Srinagar,2014,Robbery,36,2.8
Srinagar,2014,Criminal Trespass/Burglary Total,238,18.7
Srinagar,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),0,0
Srinagar,2014,House Trespass & House Breaking (Section 459 & 460 IPC),238,18.7
Surat,2014,Robbery,30,0.7
Surat,2014,Criminal Trespass/Burglary Total,257,5.6
Surat,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),182,4
Surat,2014,House Trespass & House Breaking (Section 459 & 460 IPC),75,1.6
Thiruvananthapuram,2014,Robbery,59,3.5
Thiruvananthapuram,2014,Criminal Trespass/Burglary Total,147,8.7
Thiruvananthapuram,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),115,6.8
Thiruvananthapuram,2014,House Trespass & House Breaking (Section 459 & 460 IPC),32,1.9
Thrissur,2014,Robbery,34,1.8
Thrissur,2014,Criminal Trespass/Burglary Total,83,4.5
Thrissur,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),62,3.3
Thrissur,2014,House Trespass & House Breaking (Section 459 & 460 IPC),21,1.1
Tiruch irapalli,2014,Robbery,24,2.3
Tiruch irapalli,2014,Criminal Trespass/Burglary Total,41,4
Tiruch irapalli,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),0,0
Tiruch irapalli,2014,House Trespass & House Breaking (Section 459 & 460 IPC),41,4
Vadodara,2014,Robbery,117,6.4
Vadodara,2014,Criminal Trespass/Burglary Total,502,27.6
Vadodara,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),0,0
Vadodara,2014,House Trespass & House Breaking (Section 459 & 460 IPC),502,27.6
Varanasi,2014,Robbery,32,2.2
Varanasi,2014,Criminal Trespass/Burglary Total,81,5.6
Varanasi,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),0,0
Varanasi,2014,House Trespass & House Breaking (Section 459 & 460 IPC),81,5.6
Vasai Virar,2014,Robbery,178,14.6
Vasai Virar,2014,Criminal Trespass/Burglary Total,468,38.3
Vasai Virar,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),351,28.7
Vasai Virar,2014,House Trespass & House Breaking (Section 459 & 460 IPC),117,9.6
Vijayawada,2014,Robbery,48,3.2
Vijayawada,2014,Criminal Trespass/Burglary Total,345,23.1
Vijayawada,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),106,7.1
Vijayawada,2014,House Trespass & House Breaking (Section 459 & 460 IPC),239,16
Vishakhapatnam,2014,Robbery,46,2.7
Vishakhapatnam,2014,Criminal Trespass/Burglary Total,392,22.7
Vishakhapatnam,2014,Criminal Trespass/Burglary (Section 457 & 458 IPC),334,19.3
Vishakhapatnam,2014,House Trespass & House Breaking (Section 459 & 460 IPC),58,3.4
Agra,2014,Total Theft,3047,174.5
Agra,2014,Auto Theft,2466,141.2
Agra,2014,Other Theft,581,33.3
Agra,2014,Unlawful Assembly,0,0
Ahmedabad,2014,Total Theft,2589,40.8
Ahmedabad,2014,Auto Theft,1693,26.7
Ahmedabad,2014,Other Theft,896,14.1
Ahmedabad,2014,Unlawful Assembly,18,0.3
Allahabad,2014,Total Theft,1647,135.3
Allahabad,2014,Auto Theft,1325,108.9
Allahabad,2014,Other Theft,322,26.5
Allahabad,2014,Unlawful Assembly,0,0
Amritsar,2014,Total Theft,324,27.4
Amritsar,2014,Auto Theft,93,7.9
Amritsar,2014,Other Theft,231,19.5
Amritsar,2014,Unlawful Assembly,0,0
Asansol,2014,Total Theft,607,48.8
Asansol,2014,Auto Theft,278,22.4
Asansol,2014,Other Theft,329,26.5
Asansol,2014,Unlawful Assembly,0,0
Aurangabad,2014,Total Theft,1419,119.3
Aurangabad,2014,Auto Theft,706,59.4
Aurangabad,2014,Other Theft,713,60
Aurangabad,2014,Unlawful Assembly,36,3
Bengaluru,2014,Total Theft,11455,134.8
Bengaluru,2014,Auto Theft,5075,59.7
Bengaluru,2014,Other Theft,6380,75.1
Bengaluru,2014,Unlawful Assembly,0,0
Bhopal,2014,Total Theft,2706,143.7
Bhopal,2014,Auto Theft,1765,93.7
Bhopal,2014,Other Theft,941,50
Bhopal,2014,Unlawful Assembly,0,0
Chandigarh City,2014,Total Theft,1217,118.6
Chandigarh City,2014,Auto Theft,791,77.1
Chandigarh City,2014,Other Theft,426,41.5
Chandigarh City,2014,Unlawful Assembly,0,0
Chennai,2014,Total Theft,1520,17.5
Chennai,2014,Auto Theft,252,2.9
Chennai,2014,Other Theft,1268,14.6
Chennai,2014,Unlawful Assembly,124,1.4
Coimbatore,2014,Total Theft,353,16.4
Coimbatore,2014,Auto Theft,113,5.3
Coimbatore,2014,Other Theft,240,11.2
Coimbatore,2014,Unlawful Assembly,56,2.6
Delhi (City),2014,Total Theft,71937,440.9
Delhi (City),2014,Auto Theft,21321,130.7
Delhi (City),2014,Other Theft,50616,310.2
Delhi (City),2014,Unlawful Assembly,0,0
Dhanbad,2014,Total Theft,341,28.5
Dhanbad,2014,Auto Theft,188,15.7
Dhanbad,2014,Other Theft,153,12.8
Dhanbad,2014,Unlawful Assembly,0,0
Durg-Bhilainagar,2014,Total Theft,751,70.6
Durg-Bhilainagar,2014,Auto Theft,365,34.3
Durg-Bhilainagar,2014,Other Theft,386,36.3
Durg-Bhilainagar,2014,Unlawful Assembly,0,0
Faridabad,2014,Total Theft,2079,148
Faridabad,2014,Auto Theft,1736,123.6
Faridabad,2014,Other Theft,343,24.4
Faridabad,2014,Unlawful Assembly,0,0
Ghaziabad,2014,Total Theft,2539,107.6
Ghaziabad,2014,Auto Theft,1998,84.7
Ghaziabad,2014,Other Theft,541,22.9
Ghaziabad,2014,Unlawful Assembly,1,0
Gwalior,2014,Total Theft,1622,147.2
Gwalior,2014,Auto Theft,1226,111.3
Gwalior,2014,Other Theft,396,35.9
Gwalior,2014,Unlawful Assembly,0,0
Flyderabad,2014,Total Theft,4266,55.1
Flyderabad,2014,Auto Theft,1396,18
Flyderabad,2014,Other Theft,2870,37
Flyderabad,2014,Unlawful Assembly,4,0.1
Indore,2014,Total Theft,5914,272.9
Indore,2014,Auto Theft,4410,203.5
Indore,2014,Other Theft,1504,69.4
Indore,2014,Unlawful Assembly,6,0.3
Jabalpur,2014,Total Theft,713,56.2
Jabalpur,2014,Auto Theft,496,39.1
Jabalpur,2014,Other Theft,217,17.1
Jabalpur,2014,Unlawful Assembly,0,0
Jaipur,2014,Total Theft,7071,230.1
Jaipur,2014,Auto Theft,5113,166.4
Jaipur,2014,Other Theft,1958,63.7
Jaipur,2014,Unlawful Assembly,347,11.3
Jamshedpur,2014,Total Theft,808,60.4
Jamshedpur,2014,Auto Theft,412,30.8
Jamshedpur,2014,Other Theft,396,29.6
Jamshedpur,2014,Unlawful Assembly,2,0.1
Jodhpur,2014,Total Theft,993,87.3
Jodhpur,2014,Auto Theft,653,57.4
Jodhpur,2014,Other Theft,340,29.9
Jodhpur,2014,Unlawful Assembly,0,0
Kannur,2014,Total Theft,47,2.9
Kannur,2014,Auto Theft,23,1.4
Kannur,2014,Other Theft,24,1.5
Kannur,2014,Unlawful Assembly,0,0
Kanpur,2014,Total Theft,1101,37.7
Kanpur,2014,Auto Theft,854,29.2
Kanpur,2014,Other Theft,247,8.5
Kanpur,2014,Unlawful Assembly,0,0
Kochi,2014,Total Theft,331,15.6
Kochi,2014,Auto Theft,108,5.1
Kochi,2014,Other Theft,223,10.5
Kochi,2014,Unlawful Assembly,140,6.6
Kolkata,2014,Total Theft,4579,32.4
Kolkata,2014,Auto Theft,740,5.2
Kolkata,2014,Other Theft,3839,27.2
Kolkata,2014,Unlawful Assembly,113,0.8
Kollam,2014,Total Theft,143,12.9
Kollam,2014,Auto Theft,65,5.9
Kollam,2014,Other Theft,78,7
Kollam,2014,Unlawful Assembly,0,0
Kota,2014,Total Theft,890,88.9
Kota,2014,Auto Theft,615,61.4
Kota,2014,Other Theft,275,27.5
Kota,2014,Unlawful Assembly,48,4.8
Kozhikode,2014,Total Theft,282,13.9
Kozhikode,2014,Auto Theft,165,8.1
Kozhikode,2014,Other Theft,117,5.8
Kozhikode,2014,Unlawful Assembly,0,0
Lucknow,2014,Total Theft,2937,101.2
Lucknow,2014,Auto Theft,2037,70.2
Lucknow,2014,Other Theft,900,31
Lucknow,2014,Unlawful Assembly,16,0.6
Ludhiana,2014,Total Theft,603,37.4
Ludhiana,2014,Auto Theft,209,12.9
Ludhiana,2014,Other Theft,394,24.4
Ludhiana,2014,Unlawful Assembly,0,0
Madurai,2014,Total Theft,576,39.4
Madurai,2014,Auto Theft,389,26.6
Madurai,2014,Other Theft,187,12.8
Madurai,2014,Unlawful Assembly,0,0
Malappuram,2014,Total Theft,72,4.2
Malappuram,2014,Auto Theft,31,1.8
Malappuram,2014,Other Theft,41,2.4
Malappuram,2014,Unlawful Assembly,0,0
Meerut,2014,Total Theft,2715,190.5
Meerut,2014,Auto Theft,2150,150.9
Meerut,2014,Other Theft,565,39.6
Meerut,2014,Unlawful Assembly,0,0
Mumbai,2014,Total Theft,10101,54.9
Mumbai,2014,Auto Theft,3598,19.5
Mumbai,2014,Other Theft,6503,35.3
Mumbai,2014,Unlawful Assembly,6,0
Nagpur,2014,Total Theft,2962,118.6
Nagpur,2014,Auto Theft,1604,64.2
Nagpur,2014,Other Theft,1358,54.4
Nagpur,2014,Unlawful Assembly,36,1.4
Nasik,2014,Total Theft,1053,67.4
Nasik,2014,Auto Theft,685,43.8
Nasik,2014,Other Theft,368,23.5
Nasik,2014,Unlawful Assembly,2,0.1
Patna,2014,Total Theft,3653,178.5
Patna,2014,Auto Theft,2058,100.5
Patna,2014,Other Theft,1595,77.9
Patna,2014,Unlawful Assembly,0,0
Pune,2014,Total Theft,4867,96.4
Pune,2014,Auto Theft,2782,55.1
Pune,2014,Other Theft,2085,41.3
Pune,2014,Unlawful Assembly,10,0.2
Raipur,2014,Total Theft,1340,119.3
Raipur,2014,Auto Theft,761,67.8
Raipur,2014,Other Theft,579,51.6
Raipur,2014,Unlawful Assembly,0,0
Rajkot,2014,Total Theft,835,60
Rajkot,2014,Auto Theft,671,48.2
Rajkot,2014,Other Theft,164,11.8
Rajkot,2014,Unlawful Assembly,14,1
Ranchi,2014,Total Theft,1834,162.7
Ranchi,2014,Auto Theft,1149,102
Ranchi,2014,Other Theft,685,60.8
Ranchi,2014,Unlawful Assembly,0,0
Srinagar,2014,Total Theft,375,29.5
Srinagar,2014,Auto Theft,240,18.9
Srinagar,2014,Other Theft,135,10.6
Srinagar,2014,Unlawful Assembly,0,0
Surat,2014,Total Theft,1315,28.7
